id,OCCUPATION_42,Sex,Insee_code,is_student,ACTIVITY_TYPE,household,credential,age_2018,target
597,"csp_7_5","Female","01263",FALSE,"AT.2.1","ft4.4","dip1-4",72,"P"
600,"csp_8_6","Female","01264",FALSE,"AT.2.4","ft4.4","dip1-8",68,"J"
602,"csp_7_5","Male","01265",FALSE,"AT.2.1","ft4.4","dip1-2",71,"P"
603,"csp_5_3","Male","01265",FALSE,"AT.1.1","ft4.4","dip1-5",23,"J"
604,"csp_7_5","Female","01265",FALSE,"AT.2.1","ft1.2","dip1-5",76,"J"
606,"csp_5_6","Female","01265",FALSE,"AT.1.2","ft4.2","dip1-3",42,"J"
608,"csp_4_8","Male","01266",FALSE,"AT.1.1","ft1.1","dip1-3",41,"J"
609,"csp_7_8","Female","01266",FALSE,"AT.2.1","ft4.4","dip1-1",67,"P"
610,"csp_5_2","Female","01266",FALSE,"AT.1.1","ft3.2","dip1-5",53,"P"
615,"csp_7_7","Female","01269",FALSE,"AT.2.1","ft1.2","dip1-3",65,"P"
618,"csp_5_2","Female","01274",FALSE,"AT.1.1","ft4.3","dip1-3",63,"P"
619,"csp_7_8","Female","01275",FALSE,"AT.2.1","ft4.4","dip3",82,"P"
620,"csp_6_9","Female","01275",FALSE,"AT.1.1","ft1.2","dip3",45,"P"
621,"csp_5_6","Female","01275",FALSE,"AT.1.2","ft1.2","dip3",58,"J"
622,"csp_5_2","Female","01275",FALSE,"AT.1.1","ft4.4","dip1-6",24,"J"
625,"csp_7_8","Female","01281",FALSE,"AT.2.1","ft1.2","dip1-1",84,"P"
626,"csp_6_7","Male","01281",FALSE,"AT.1.2","ft1.1","dip1-2",27,"P"
627,"csp_7_8","Male","01281",FALSE,"AT.2.1","ft4.4","dip2",84,"J"
628,"csp_6_7","Female","01281",FALSE,"AT.1.1","ft4.3","dip1-3",52,"J"
631,"csp_5_4","Female","01283",FALSE,"AT.1.2","ft3.2","dip1-4",26,"J"
633,"csp_8_5","Male","01283",FALSE,"AT.2.5","ft4.3","dip1-3",63,"J"
637,"csp_4_6","Male","01283",FALSE,"AT.1.2","ft4.3","dip1-6",30,"P"
639,"csp_8_4","Male","01283",TRUE,"AT.2.2","ft4.1","dip1-4",19,"J"
642,"csp_6_8","Female","01283",FALSE,"AT.1.2","ft4.4","dip1",43,"J"
643,"csp_6_8","Male","01283",FALSE,"AT.1.1","ft4.1","dip1-5",28,"J"
644,"csp_5_2","Female","01283",FALSE,"AT.1.1","ft4.3","dip1-4",56,"J"
646,"csp_7_8","Male","01283",FALSE,"AT.2.1","ft4.3","dip1-3",62,"J"
647,"csp_7_2","Male","01283",FALSE,"AT.2.1","ft4.4","dip1-1",88,"P"
649,"csp_6_7","Female","01283",FALSE,"AT.1.1","ft4.1","dip1-5",43,"P"
651,"csp_6_4","Male","01283",FALSE,"AT.1.1","ft4.1","dip1-5",46,"J"
653,"csp_8_1","Male","01283",FALSE,"AT.1.2","ft4.1","dip3",23,"J"
657,"csp_7_1","Female","01283",FALSE,"AT.2.1","ft1.2","dip1-2",88,"J"
659,"csp_2_2","Female","01283",FALSE,"AT.1.1","ft4.1","dip1-7",35,"P"
661,"csp_7_8","Male","01283",FALSE,"AT.2.1","ft4.4","dip2",68,"J"
662,"csp_6_8","Female","01283",TRUE,"AT.1.1","ft4.1","dip1-3",20,"J"
664,"csp_7_8","Female","01283",FALSE,"AT.2.1","ft4.4","dip3",97,"J"
665,"csp_7_5","Male","01283",FALSE,"AT.2.1","ft4.3","dip1-5",65,"J"
666,"csp_5_2","Female","01283",FALSE,"AT.1.1","ft4.1","dip1-3",44,"P"
667,"csp_5_2","Female","01284",FALSE,"AT.1.1","ft1.2","dip3",50,"J"
670,"csp_5_3","Male","01286",FALSE,"AT.1.1","ft4.1","dip1-4",24,"J"
672,"csp_5_4","Female","01286",FALSE,"AT.1.1","ft4.3","dip1-5",59,"P"
673,"csp_4_2","Female","01286",FALSE,"AT.1.1","ft4.1","dip1-7",46,"J"
675,"csp_7_2","Female","01288",FALSE,"AT.2.1","ft4.4","dip1-3",71,"P"
676,"csp_7_8","Male","01289",FALSE,"AT.2.1","ft1.1","dip1-1",82,"P"
677,"csp_5_5","Female","01289",FALSE,"AT.1.1","ft4.1","dip1-4",48,"J"
681,"csp_6_5","Male","01289",FALSE,"AT.1.2","ft4.4","dip1-3",55,"J"
683,"csp_7_7","Male","01289",FALSE,"AT.2.1","ft1.1","dip1-3",74,"J"
684,"csp_5_2","Female","01289",FALSE,"AT.1.1","ft4.3","dip1-4",60,"P"
686,"csp_7_4","Male","01289",FALSE,"AT.2.1","ft4.4","dip1-6",74,"P"
688,"csp_7_4","Female","01289",FALSE,"AT.2.1","ft4.4","dip1-8",66,"J"
690,"csp_5_6","Female","01289",FALSE,"AT.1.1","ft4.1","dip1-3",37,"P"
693,"csp_5_4","Female","01290",FALSE,"AT.1.1","ft4.3","dip1-3",65,"P"
695,"csp_7_4","Female","01294",FALSE,"AT.2.1","ft4.2","dip1-8",67,"P"
696,"csp_5_5","Male","01294",TRUE,"AT.1.1","ft4.1","dip1-3",20,"J"
697,"csp_7_8","Male","01295",FALSE,"AT.2.1","ft4.4","dip1-3",67,"J"
703,"csp_4_5","Male","01303",FALSE,"AT.1.1","ft1.1","dip1-8",27,"J"
704,"csp_6_2","Male","01303",FALSE,"AT.1.2","ft1.1","dip1-3",51,"J"
706,"csp_7_4","Male","01304",FALSE,"AT.2.1","ft4.4","dip1-3",73,"P"
707,"csp_5_2","Female","01304",FALSE,"AT.1.1","ft4.1","dip1-7",40,"J"
709,"csp_1_1","Male","01304",FALSE,"AT.1.1","ft4.1","dip1-2",54,"P"
710,"csp_5_6","Female","01305",FALSE,"AT.1.1","ft4.3","dip1-5",22,"P"
714,"csp_8_5","Female","01305",FALSE,"AT.2.4","ft4.2","dip1-8",38,"J"
715,"csp_5_3","Male","01306",FALSE,"AT.1.1","ft1.1","dip1-6",24,"J"
716,"csp_5_6","Female","01306",FALSE,"AT.1.1","ft4.3","dip1-6",48,"J"
717,"csp_4_2","Male","01306",FALSE,"AT.1.2","ft1.1","dip1-6",32,"J"
718,"csp_4_7","Male","01306",FALSE,"AT.1.1","ft4.4","dip1-2",37,"J"
720,"csp_6_9","Female","01308",FALSE,"AT.1.2","ft3.2","dip1-2",26,"J"
721,"csp_7_7","Female","01310",FALSE,"AT.2.1","ft4.4","dip1-1",76,"J"
722,"csp_4_2","Female","01313",FALSE,"AT.1.1","ft4.1","dip1-8",39,"J"
723,"csp_7_7","Male","01313",FALSE,"AT.2.1","ft4.3","dip1-3",67,"J"
724,"csp_8_4","Male","01313",TRUE,"AT.2.2","ft4.3","dip1-4",19,"J"
725,"csp_8_4","Male","01313",TRUE,"AT.2.2","ft4.1","dip1",19,"J"
726,"csp_8_5","Female","01313",FALSE,"AT.2.4","ft4.2","dip1-2",59,"J"
727,"csp_5_6","Female","01313",FALSE,"AT.1.2","ft1.2","dip1-3",60,"J"
728,"csp_3_8","Female","01313",FALSE,"AT.1.1","ft2.0","dip1-8",31,"J"
729,"csp_7_8","Male","01313",FALSE,"AT.2.1","ft4.4","dip2",68,"P"
730,"csp_6_3","Male","01313",FALSE,"AT.1.2","ft4.4","dip1-3",43,"P"
737,"csp_1_1","Female","01313",FALSE,"AT.1.1","ft4.3","dip2",67,"P"
739,"csp_8_5","Female","01317",FALSE,"AT.2.4","ft3.2","dip1",31,"P"
741,"csp_3_4","Female","01318",TRUE,"AT.1.1","ft4.1","dip1-7",34,"J"
744,"csp_5_6","Female","01320",FALSE,"AT.1.1","ft1.2","dip1-3",28,"P"
747,"csp_6_7","Male","01320",FALSE,"AT.1.2","ft4.2","dip1-6",23,"J"
748,"csp_7_4","Male","01322",FALSE,"AT.2.1","ft4.4","dip1-8",77,"P"
750,"csp_7_5","Male","01322",FALSE,"AT.2.1","ft4.4","dip1-2",72,"J"
751,"csp_7_7","Female","01322",FALSE,"AT.2.1","ft1.2","dip1-1",86,"P"
753,"csp_8_5","Male","01322",TRUE,"AT.2.2","ft4.3","dip3",15,"J"
755,"csp_7_8","Male","01322",FALSE,"AT.2.1","ft4.4","dip1-3",77,"P"
757,"csp_4_5","Female","01325",FALSE,"AT.1.1","ft4.1","dip1-6",49,"J"
761,"csp_8_4","Male","01332",TRUE,"AT.2.2","ft3.2","dip1",17,"J"
764,"csp_4_3","Male","01333",FALSE,"AT.1.1","ft4.1","dip1-6",44,"J"
766,"csp_5_2","Female","01334",FALSE,"AT.1.1","ft4.1","dip1-5",38,"P"
767,"csp_3_3","Male","01334",FALSE,"AT.1.1","ft3.1","dip1-4",52,"J"
770,"csp_8_5","Male","01335",FALSE,"AT.2.5","ft3.2","dip3",19,"J"
771,"csp_8_4","Female","01335",TRUE,"AT.2.2","ft4.1","dip1-4",20,"J"
775,"csp_7_8","Male","01336",FALSE,"AT.2.1","ft4.4","dip3",83,"P"
776,"csp_5_4","Female","01337",FALSE,"AT.1.2","ft1.2","dip1-6",46,"J"
777,"csp_7_7","Female","01337",FALSE,"AT.2.1","ft3.2","dip1-2",63,"P"
778,"csp_4_7","Female","01337",FALSE,"AT.1.1","ft1.2","dip1-4",20,"J"
779,"csp_8_5","Male","01337",FALSE,"AT.2.5","ft4.4","dip1-3",54,"J"
780,"csp_6_7","Male","01337",FALSE,"AT.1.1","ft4.3","dip1-3",22,"J"
784,"csp_5_2","Female","01339",FALSE,"AT.1.1","ft4.3","dip1-3",61,"P"
787,"csp_8_5","Male","01343",FALSE,"AT.2.5","ft4.1","dip1-3",27,"J"
789,"csp_7_7","Female","01343",FALSE,"AT.2.1","ft1.2","dip1",84,"J"
790,"csp_7_8","Male","01344",FALSE,"AT.2.1","ft2.0","dip1-3",70,"P"
791,"csp_7_8","Male","01344",FALSE,"AT.2.1","ft1.1","dip1-1",71,"J"
792,"csp_8_4","Female","01344",TRUE,"AT.2.2","ft4.1","dip1-2",19,"J"
796,"csp_6_3","Male","01344",FALSE,"AT.1.1","ft4.1","dip1-3",29,"P"
798,"csp_8_5","Male","01344",TRUE,"AT.2.5","ft4.2","dip3",16,"J"
799,"csp_8_1","Female","01345",FALSE,"AT.1.2","ft4.4","dip1-2",30,"J"
800,"csp_8_4","Male","01345",TRUE,"AT.2.2","ft4.1","dip1-2",16,"J"
801,"csp_1_1","Male","01345",FALSE,"AT.1.1","ft3.2","dip1-5",52,"P"
803,"csp_8_5","Female","01345",FALSE,"AT.2.4","ft4.2","dip3",38,"J"
806,"csp_4_7","Female","01347",FALSE,"AT.1.1","ft4.1","dip1-4",45,"J"
811,"csp_8_5","Female","01348",FALSE,"AT.2.5","ft4.2","dip1-8",59,"J"
814,"csp_4_6","Male","01350",FALSE,"AT.1.1","ft4.1","dip1-6",50,"P"
815,"csp_4_2","Female","01350",TRUE,"AT.1.1","ft4.3","dip1-6",28,"J"
816,"csp_3_4","Female","01350",FALSE,"AT.1.1","ft4.1","dip1-8",51,"J"
822,"csp_8_5","Female","01354",FALSE,"AT.2.4","ft4.2","dip1-6",28,"J"
824,"csp_6_9","Male","01354",FALSE,"AT.1.2","ft4.4","dip1-2",22,"P"
826,"csp_7_7","Female","01354",FALSE,"AT.2.1","ft4.4","dip1-1",74,"P"
828,"csp_8_4","Male","01354",TRUE,"AT.2.2","ft4.2","dip1-2",17,"J"
830,"csp_6_7","Female","01354",FALSE,"AT.1.1","ft4.1","dip1-5",39,"J"
833,"csp_5_5","Female","01354",FALSE,"AT.1.1","ft4.1","dip1-4",28,"J"
839,"csp_3_3","Female","01354",FALSE,"AT.1.1","ft4.1","dip1-7",45,"J"
841,"csp_8_4","Female","01354",TRUE,"AT.2.2","ft4.1","dip1-2",19,"J"
842,"csp_8_5","Male","01354",FALSE,"AT.2.5","ft3.1","dip1-2",37,"P"
845,"csp_3_7","Female","01360",FALSE,"AT.1.1","ft4.1","dip1-6",38,"J"
846,"csp_4_6","Male","01360",FALSE,"AT.1.1","ft4.1","dip1-3",41,"P"
849,"csp_7_8","Male","01361",FALSE,"AT.2.1","ft4.3","dip1-3",62,"P"
851,"csp_7_4","Female","01361",FALSE,"AT.2.1","ft4.1","dip1-1",85,"J"
853,"csp_8_4","Male","01361",TRUE,"AT.2.2","ft4.2","dip1-2",18,"J"
857,"csp_7_7","Male","01362",FALSE,"AT.2.1","ft1.1","dip1-3",64,"P"
858,"csp_7_8","Male","01363",FALSE,"AT.2.1","ft4.4","dip2",68,"J"
859,"csp_6_8","Male","01363",FALSE,"AT.1.1","ft4.1","dip1-2",40,"J"
860,"csp_8_6","Male","01363",FALSE,"AT.2.4","ft1.1","dip1-4",64,"J"
864,"csp_7_2","Female","01367",FALSE,"AT.2.1","ft4.4","dip1-3",71,"P"
865,"csp_7_7","Female","01369",FALSE,"AT.2.1","ft1.2","dip1-1",78,"P"
866,"csp_5_6","Female","01370",FALSE,"AT.1.2","ft4.2","dip1-5",24,"J"
868,"csp_4_2","Female","01370",FALSE,"AT.1.1","ft3.2","dip1-8",36,"J"
869,"csp_4_7","Male","01370",FALSE,"AT.1.1","ft1.1","dip1-5",37,"P"
872,"csp_4_3","Female","01371",FALSE,"AT.1.1","ft4.1","dip1-4",36,"J"
873,"csp_7_8","Female","01372",FALSE,"AT.2.1","ft1.2","dip1-1",61,"P"
874,"csp_8_4","Female","01373",TRUE,"AT.2.2","ft4.2","dip1-2",20,"J"
876,"csp_5_6","Female","01374",FALSE,"AT.1.2","ft1.2","dip1-3",60,"J"
877,"csp_7_5","Female","01376",FALSE,"AT.2.1","ft1.2","dip1-2",93,"J"
878,"csp_8_5","Female","01376",TRUE,"AT.2.4","ft4.2","dip1-2",30,"J"
879,"csp_7_7","Female","01376",FALSE,"AT.2.1","ft1.2","dip2",75,"J"
881,"csp_6_7","Male","01376",FALSE,"AT.1.2","ft3.2","dip2",53,"J"
882,"csp_7_8","Male","01378",FALSE,"AT.2.1","ft4.4","dip1-1",70,"P"
883,"csp_5_4","Female","01378",FALSE,"AT.1.1","ft4.3","dip1-4",64,"P"
884,"csp_4_7","Male","01378",FALSE,"AT.1.1","ft4.1","dip3",45,"P"
885,"csp_5_4","Female","01379",FALSE,"AT.1.1","ft1.2","dip1-3",62,"P"
886,"csp_2_2","Male","01381",FALSE,"AT.1.1","ft4.1","dip1-7",42,"J"
887,"csp_8_6","Female","01381",FALSE,"AT.2.4","ft4.4","dip1-1",78,"J"
889,"csp_7_7","Female","01382",FALSE,"AT.2.1","ft4.2","dip1-1",70,"J"
890,"csp_8_1","Female","01383",FALSE,"AT.1.2","ft4.2","dip1-2",21,"J"
891,"csp_2_2","Male","01383",FALSE,"AT.1.2","ft4.3","dip2",51,"J"
892,"csp_3_8","Male","01383",FALSE,"AT.1.1","ft4.1","dip1-7",39,"J"
896,"csp_5_5","Female","01386",FALSE,"AT.1.1","ft3.2","dip1-5",49,"P"
897,"csp_6_5","Female","01386",FALSE,"AT.1.1","ft1.2","dip1-1",64,"P"
898,"csp_4_6","Female","01388",FALSE,"AT.1.1","ft1.2","dip1-3",65,"J"
902,"csp_5_2","Female","01390",FALSE,"AT.1.1","ft3.2","dip1-3",58,"P"
905,"csp_4_2","Female","01396",FALSE,"AT.1.1","ft1.2","dip1-5",36,"J"
906,"csp_7_5","Female","01396",FALSE,"AT.2.1","ft4.1","dip1-1",86,"J"
908,"csp_8_4","Female","01399",TRUE,"AT.2.2","ft4.1","dip1-4",24,"J"
909,"csp_8_5","Female","01399",TRUE,"AT.2.2","ft2.0","dip3",16,"J"
910,"csp_8_1","Female","01399",FALSE,"AT.1.2","ft3.2","dip1-5",21,"J"
913,"csp_7_1","Female","01401",FALSE,"AT.2.1","ft3.2","dip1-1",82,"J"
914,"csp_5_2","Female","01401",FALSE,"AT.1.1","ft4.1","dip1-4",62,"P"
916,"csp_7_1","Male","01401",FALSE,"AT.2.1","ft2.0","dip1-1",77,"P"
918,"csp_7_7","Female","01404",FALSE,"AT.2.1","ft1.2","dip1-3",78,"P"
920,"csp_7_5","Male","01405",FALSE,"AT.2.1","ft4.4","dip1-4",68,"P"
921,"csp_5_2","Female","01405",FALSE,"AT.1.1","ft4.1","dip1-5",48,"P"
923,"csp_7_5","Female","01407",FALSE,"AT.2.1","ft4.4","dip1-7",76,"P"
927,"csp_7_7","Male","01412",FALSE,"AT.2.1","ft4.3","dip1-6",70,"P"
928,"csp_5_5","Female","01412",TRUE,"AT.1.1","ft1.2","dip1-4",19,"J"
930,"csp_8_4","Female","01416",TRUE,"AT.2.2","ft4.3","dip1-4",18,"J"
932,"csp_7_7","Female","01418",FALSE,"AT.2.1","ft4.4","dip1-3",90,"J"
933,"csp_8_4","Male","01418",TRUE,"AT.2.2","ft4.1","dip1-2",16,"J"
935,"csp_7_7","Female","01418",FALSE,"AT.2.1","ft3.2","dip2",68,"J"
938,"csp_4_6","Male","01419",FALSE,"AT.1.1","ft4.2","dip1-8",38,"J"
940,"csp_6_2","Male","01419",FALSE,"AT.1.1","ft4.1","dip1-4",45,"J"
943,"csp_7_7","Female","01419",FALSE,"AT.2.1","ft1.2","dip1-8",60,"P"
945,"csp_4_6","Male","01419",FALSE,"AT.1.1","ft4.1","dip1-5",55,"P"
949,"csp_4_6","Male","01420",FALSE,"AT.1.1","ft4.1","dip1-1",44,"P"
950,"csp_3_4","Male","01420",FALSE,"AT.1.1","ft4.1","dip1-7",42,"J"
953,"csp_4_3","Female","01420",FALSE,"AT.1.1","ft4.1","dip1-8",35,"J"
954,"csp_7_8","Male","01423",FALSE,"AT.2.1","ft4.4","dip1",87,"P"
955,"csp_8_5","Female","01424",FALSE,"AT.2.4","ft4.4","dip2",51,"J"
957,"csp_8_5","Male","01425",FALSE,"AT.2.5","ft4.4","dip3",46,"J"
959,"csp_4_5","Male","01426",FALSE,"AT.1.1","ft1.1","dip1-6",40,"J"
962,"csp_7_7","Male","01426",FALSE,"AT.2.1","ft4.4","dip1-3",72,"J"
965,"csp_3_3","Male","01427",FALSE,"AT.1.1","ft4.1","dip1-7",47,"J"
966,"csp_5_5","Female","01427",FALSE,"AT.1.1","ft1.2","dip1-7",32,"P"
974,"csp_3_8","Male","01430",FALSE,"AT.1.1","ft4.1","dip1-9",48,"J"
980,"csp_7_8","Female","01435",FALSE,"AT.2.1","ft1.2","dip1-3",81,"P"
982,"csp_2_1","Male","01441",FALSE,"AT.1.1","ft4.1","dip1-5",55,"P"
984,"csp_1_1","Male","01441",FALSE,"AT.1.1","ft4.1","dip1-4",47,"J"
985,"csp_4_5","Male","01443",FALSE,"AT.1.1","ft1.1","dip1-4",53,"J"
987,"csp_5_2","Female","01443",FALSE,"AT.1.2","ft3.2","dip1-1",38,"P"
989,"csp_7_8","Male","01443",FALSE,"AT.2.1","ft4.4","dip1-3",69,"J"
990,"csp_7_2","Male","01443",FALSE,"AT.2.1","ft4.3","dip3",61,"J"
991,"csp_8_4","Female","01443",TRUE,"AT.2.2","ft3.2","dip1-2",16,"J"
992,"csp_4_6","Female","01443",FALSE,"AT.1.1","ft3.2","dip1-4",55,"J"
994,"csp_6_8","Female","01444",FALSE,"AT.1.1","ft4.1","dip1-3",55,"P"
996,"csp_7_2","Male","01446",FALSE,"AT.2.1","ft4.4","dip1-3",70,"P"
997,"csp_7_8","Male","01446",FALSE,"AT.2.1","ft4.4","dip1-1",76,"J"
1002,"csp_7_2","Female","01446",FALSE,"AT.2.1","ft4.2","dip3",74,"P"
1003,"csp_7_2","Male","01448",FALSE,"AT.2.1","ft4.4","dip1-3",79,"P"
1004,"csp_3_3","Female","01449",FALSE,"AT.1.1","ft2.0","dip1-4",59,"J"
1005,"csp_6_4","Male","01450",FALSE,"AT.1.1","ft4.1","dip1-3",49,"J"
1007,"csp_1_1","Female","01450",FALSE,"AT.1.1","ft4.3","dip1-3",60,"P"
1009,"csp_6_4","Male","01451",FALSE,"AT.1.1","ft3.2","dip1-3",28,"J"
1010,"csp_3_4","Female","01451",FALSE,"AT.1.1","ft4.1","dip1-7",49,"J"
1011,"csp_7_8","Female","01451",FALSE,"AT.2.1","ft1.2","dip2",83,"P"
1014,"csp_7_8","Male","01451",FALSE,"AT.2.1","ft1.1","dip1",84,"P"
1017,"csp_7_4","Female","01451",FALSE,"AT.2.1","ft4.4","dip1-7",71,"P"
1024,"csp_7_8","Male","01454",FALSE,"AT.2.1","ft4.4","dip1-3",69,"P"
1026,"csp_7_7","Female","01454",FALSE,"AT.2.1","ft4.4","dip1-2",74,"J"
1028,"csp_8_4","Male","01457",TRUE,"AT.2.2","ft4.1","dip1-2",16,"J"
1031,"csp_5_5","Female","02001",FALSE,"AT.1.2","ft4.2","dip1-6",30,"J"
1032,"csp_8_6","Male","02002",FALSE,"AT.2.1","ft4.4","dip1-1",85,"J"
1034,"csp_8_5","Female","02002",FALSE,"AT.2.4","ft4.2","dip1",35,"J"
1035,"csp_7_8","Male","02003",FALSE,"AT.2.1","ft1.1","dip1-4",80,"J"
1039,"csp_2_1","Female","02009",FALSE,"AT.1.1","ft4.3","dip1-5",49,"J"
1041,"csp_7_7","Female","02011",FALSE,"AT.2.1","ft4.4","dip1-3",65,"P"
1047,"csp_7_8","Female","02014",FALSE,"AT.2.1","ft4.4","dip2",69,"J"
1052,"csp_4_6","Female","02018",FALSE,"AT.1.1","ft1.2","dip1-7",29,"J"
1054,"csp_8_4","Female","02018",TRUE,"AT.2.2","ft4.1","dip3",17,"J"
1055,"csp_7_7","Female","02019",FALSE,"AT.2.1","ft4.4","dip1-3",72,"P"
1056,"csp_5_2","Male","02020",FALSE,"AT.1.1","ft3.1","dip1-3",30,"P"
1061,"csp_5_6","Male","02028",FALSE,"AT.1.1","ft4.1","dip1-5",20,"J"
1064,"csp_7_8","Female","02029",FALSE,"AT.2.1","ft1.2","dip1-2",70,"J"
1065,"csp_7_8","Male","02029",FALSE,"AT.2.1","ft4.4","dip1-7",66,"J"
1066,"csp_7_5","Male","02030",FALSE,"AT.2.1","ft4.4","dip1-3",72,"J"
1069,"csp_8_5","Female","02032",FALSE,"AT.2.5","ft4.2","dip1-5",37,"J"
1071,"csp_8_4","Female","02035",TRUE,"AT.2.2","ft4.2","dip1-4",24,"J"
1078,"csp_4_8","Male","02049",FALSE,"AT.1.1","ft4.1","dip1-6",47,"P"
1079,"csp_7_4","Female","02053",FALSE,"AT.2.1","ft1.2","dip1-3",76,"P"
1081,"csp_7_4","Male","02054",FALSE,"AT.2.1","ft1.1","dip1-6",68,"J"
1084,"csp_4_2","Female","02062",FALSE,"AT.1.1","ft3.2","dip3",58,"P"
1085,"csp_8_5","Female","02064",FALSE,"AT.2.4","ft4.4","dip1",61,"P"
1086,"csp_8_5","Female","02064",TRUE,"AT.2.2","ft4.4","dip3",16,"J"
1088,"csp_3_3","Male","02064",FALSE,"AT.1.1","ft4.1","dip1-8",69,"J"
1091,"csp_6_3","Male","02066",FALSE,"AT.1.1","ft4.1","dip3",60,"J"
1094,"csp_5_4","Male","02071",FALSE,"AT.1.1","ft4.2","dip1-3",49,"J"
1096,"csp_4_6","Female","02073",FALSE,"AT.1.1","ft4.1","dip1-7",44,"J"
1098,"csp_7_2","Male","02077",FALSE,"AT.2.1","ft4.4","dip1-1",76,"J"
1099,"csp_8_6","Female","02078",FALSE,"AT.2.4","ft4.4","dip1-3",74,"J"
1104,"csp_6_3","Female","02085",FALSE,"AT.1.1","ft3.2","dip1-6",39,"J"
1106,"csp_5_2","Female","02085",FALSE,"AT.1.1","ft4.1","dip1-3",38,"P"
1107,"csp_3_5","Male","02086",FALSE,"AT.1.1","ft1.1","dip1-3",44,"P"
1111,"csp_7_8","Male","02091",FALSE,"AT.2.1","ft4.4","dip1-1",83,"J"
1113,"csp_7_4","Male","02095",FALSE,"AT.2.1","ft4.4","dip1-9",71,"J"
1116,"csp_4_3","Female","02095",FALSE,"AT.1.1","ft4.1","dip1-6",43,"J"
1117,"csp_3_7","Male","02109",FALSE,"AT.1.1","ft4.1","dip1-7",58,"J"
1119,"csp_6_2","Female","02110",FALSE,"AT.1.1","ft4.3","dip2",58,"J"
1120,"csp_5_4","Female","02110",FALSE,"AT.1.1","ft4.1","dip1-7",38,"J"
1121,"csp_4_6","Male","02111",FALSE,"AT.1.1","ft4.1","dip1-6",35,"P"
1123,"csp_8_4","Male","02114",TRUE,"AT.2.2","ft4.2","dip1-2",21,"J"
1124,"csp_7_4","Male","02114",FALSE,"AT.2.1","ft4.4","dip1-6",65,"P"
1127,"csp_8_4","Male","02123",TRUE,"AT.2.2","ft1.1","dip1-4",20,"J"
1129,"csp_8_5","Female","02124",FALSE,"AT.2.5","ft3.2","dip1-6",35,"J"
1131,"csp_5_2","Female","02126",FALSE,"AT.1.1","ft4.1","dip1-5",46,"P"
1133,"csp_5_5","Female","02131",FALSE,"AT.1.1","ft4.1","dip1-5",42,"P"
1136,"csp_8_5","Male","02134",FALSE,"AT.2.5","ft1.1","dip3",42,"J"
1138,"csp_5_3","Male","02134",FALSE,"AT.1.1","ft1.1","dip1-4",50,"J"
1141,"csp_5_2","Female","02140",FALSE,"AT.1.1","ft4.4","dip1-3",51,"J"
1146,"csp_5_2","Female","02141",FALSE,"AT.1.1","ft4.1","dip1-3",44,"P"
1148,"csp_6_2","Male","02148",FALSE,"AT.1.1","ft1.1","dip1-5",40,"J"
1151,"csp_3_7","Female","02157",FALSE,"AT.1.1","ft4.1","dip1-6",46,"J"
1153,"csp_8_6","Female","02158",FALSE,"AT.2.1","ft1.2","dip1-1",83,"J"
1154,"csp_5_6","Male","02159",TRUE,"AT.1.1","ft1.1","dip1-3",53,"J"
1156,"csp_5_5","Female","02162",FALSE,"AT.1.1","ft4.1","dip1-5",32,"P"
1158,"csp_4_3","Female","02163",FALSE,"AT.1.1","ft4.3","dip1-4",58,"P"
1160,"csp_5_2","Female","02163",FALSE,"AT.1.1","ft4.1","dip1-5",45,"P"
1161,"csp_4_3","Female","02163",FALSE,"AT.1.1","ft4.1","dip1-7",32,"J"
1164,"csp_6_9","Male","02163",FALSE,"AT.1.2","ft3.2","dip3",21,"J"
1165,"csp_5_5","Female","02164",FALSE,"AT.1.1","ft4.1","dip1-3",50,"P"
1166,"csp_6_2","Female","02165",FALSE,"AT.1.1","ft4.1","dip1-3",48,"J"
1171,"csp_5_2","Female","02165",FALSE,"AT.1.1","ft4.1","dip1-3",28,"J"
1173,"csp_4_6","Male","02167",FALSE,"AT.1.1","ft4.1","dip2",58,"J"
1174,"csp_5_2","Male","02168",FALSE,"AT.1.1","ft4.1","dip1-4",31,"J"
1176,"csp_5_4","Male","02168",FALSE,"AT.1.1","ft4.1","dip1-5",22,"P"
1178,"csp_7_5","Male","02168",FALSE,"AT.2.1","ft4.4","dip1-1",80,"P"
1179,"csp_5_3","Male","02168",FALSE,"AT.1.2","ft4.3","dip1-4",41,"P"
1180,"csp_6_4","Male","02168",FALSE,"AT.1.1","ft4.2","dip1-3",46,"P"
1181,"csp_1_3","Male","02168",FALSE,"AT.1.1","ft4.1","dip1-6",50,"J"
1183,"csp_8_6","Female","02168",FALSE,"AT.2.1","ft1.2","dip1-1",90,"J"
1184,"csp_7_8","Male","02168",FALSE,"AT.2.1","ft1.1","dip1-3",69,"P"
1186,"csp_8_4","Female","02168",TRUE,"AT.2.2","ft4.1","dip1-2",21,"J"
1187,"csp_7_2","Female","02168",FALSE,"AT.2.1","ft3.2","dip2",79,"J"
1190,"csp_7_8","Male","02168",FALSE,"AT.2.1","ft4.4","dip1-2",72,"P"
1191,"csp_6_7","Male","02168",FALSE,"AT.1.1","ft1.1","dip1-1",57,"J"
1192,"csp_4_2","Female","02168",FALSE,"AT.1.1","ft4.1","dip1-7",52,"J"
1193,"csp_5_3","Male","02168",FALSE,"AT.1.1","ft1.1","dip1-4",38,"J"
