id,ECO_SECT,Before_dep,job_dep,Job_desc,type_of_contract,Labor_force_status,WORK_CONDITION,employer_type,Working_hours,EMPLOYEE_COUNT
3147,"OZ","21","21","333e","CDI","O","C","ct_5",1820,"tr_2"
3156,"QA","21","21","431f","CDI","O","C","ct_9",888,"tr_6"
3161,"FZ","57","57","633d","CDI","O","C",NA,504,NA
3162,"GZ","83","83","543b","CDI","O","P","ct_9",1590,"tr_2"
3173,"QB","85","85","333f","CDI","O","C","ct_2",606,"tr_4"
3174,"OZ","67","67","524b","CDI","O","C",NA,690,NA
3178,"QB","57","57","563b","CDI","O","C",NA,328,NA
3184,"QA","75","75","461b","CDI","O","P","ct_6",3000,"tr_1"
3188,"SZ","83","83","434b","CDI","O","C","ct_8",1587,"tr_3"
3201,"MA","56","91","552a","CDI","O","P","ct_9",1092,"tr_6"
3205,"GZ","78","78","653a","CDI","O","C","ct_9",1753,"tr_3"
3210,"NZ","64","64","526b","CDI","O","P","ct_9",1230,"tr_1"
3212,"MA","26","26","423b","CDI","O","P","ct_9",1664,"tr_4"
3224,"HZ","51","51","521a","CDI","O","P","ct_9",1212,"tr_6"
3225,"QB","49","49","563b","CDI","O","P","ct_8",762,"tr_3"
3238,"KZ","41","41","526b","CDI","O","C","ct_9",1488,"tr_1"
3240,"QB","13","13","563b","CDI","O","P","ct_8",781,"tr_2"
3246,"QB","34","34","563a","CDI","O","N","ct_7",3000,"tr_1"
3252,"CM","77","77","543h","CDI","O","C","ct_9",1183,"tr_1"
3257,"QA","24","24","526a","CDI","O","C","ct_9",1517,"tr_6"
3264,"FZ","35","35","641a","CDI","O","C","ct_9",1842,"tr_2"
3296,"QB","09","09","525d","CDI","O","C","ct_8",778,"tr_3"
3302,"EZ","03","03","543e","CDI","O","C","ct_9",903,"tr_5"
3303,"QA","33","33","332b","CDI","O","C","ct_3",1820,"tr_6"
3305,"QA","43","43","526a","CDI","O","P","ct_8",1568,"tr_4"
3308,"QB","59","59","526d","CDI","O","P","ct_8",910,"tr_4"
3311,"GZ",NA,NA,"551a","CDI","O","C","ct_9",1557,"tr_3"
3315,"GZ","14","14","554e","CDI","O","C","ct_9",1672,"tr_1"
3320,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1830,"tr_5"
3322,"QA","65","65","526a","AUT","O","C","ct_3",1820,"tr_6"
3333,"IZ","94","94","561c","CDI","O","P","ct_9",486,"tr_1"
3335,"HZ","03","03","451a","CDI","O","C","ct_9",1820,"tr_3"
3336,"MA","74","75","543g","CDI","O","C","ct_9",1820,"tr_2"
3340,"TZ","61","61","563c","AUT","O","C",NA,360,NA
3346,"IZ","45","45","561f","CDI","O","C","ct_9",1007,"tr_2"
3347,"PZ","75","75","422c","CDI","O","P","ct_9",1118,"tr_5"
3359,"QA","51","51","433a","CDI","O","C","ct_9",2189,"tr_5"
3366,"GZ","91","91","542a","CDI","O","C","ct_9",1593,"tr_6"
3378,"GZ","07","26","676c","CDD","O","C","ct_9",1483,"tr_4"
3383,"FZ","45","37","481b","CDI","O","C","ct_9",1602,"tr_5"
3402,"QA",NA,NA,"526b","CDI","O","C","ct_6",1575,"tr_1"
3404,"JC","92","75","373c","CDI","O","C","ct_9",1820,"tr_5"
3405,"CJ","38","38","672a","CDI","O","C","ct_9",1939,"tr_4"
3416,"QB","30","84","525d","CDI","O","C","ct_9",1689,"tr_3"
3420,"MA","78","91","477b","CDI","O","C","ct_9",1820,"tr_5"
3422,"TZ","56","56","563c","CDI","O","N","ct_7",1843,"tr_1"
3432,"RZ","34","34","541b","CDI","O","C","ct_8",1085,"tr_1"
3444,"JC","35","35","388c","CDI","O","C","ct_9",1821,"tr_4"
3449,"PZ","57","57","543g","CDI","O","C","ct_9",1321,"tr_3"
3453,"GZ","54","54","551a","CDI","O","C","ct_9",1913,"tr_6"
3480,"MC","34","21","553c","CDI","O","C",NA,157,NA
3488,"FZ","44","44","542a","CDI","O","C","ct_9",1950,"tr_4"
3489,"FZ","71","71","481b","CDI","O","C","ct_9",1548,"tr_5"
3492,"TZ",NA,NA,"563c","CDI","O","N","ct_7",1417,"tr_1"
3499,"QB","29","29","434a","CDI","O","P","ct_8",1519,"tr_3"
3511,"HZ","59","59","477c","CDI","O","C","ct_9",1991,"tr_6"
3532,"CC","07","26","641a","CDI","O","C","ct_9",2045,"tr_0"
3540,"SZ","64","64","543h","CDI","O","C","ct_9",1123,"tr_3"
3548,"NZ","40","40","676c","TTP","O","N","ct_9",171,"tr_1"
3554,"KZ","29","29","385a","CDI","O","N","ct_9",1820,"tr_2"
3560,"QA","32","82","526a","CDI","O","P","ct_9",1456,"tr_6"
3564,"GZ","91","94","374d","CDI","O","C","ct_9",1965,"tr_1"
3565,"QB","74","74","563b","CDI","O","N","ct_7",556,"tr_0"
3612,"QB","44","44","525d","CDI","O","C","ct_8",1275,"tr_4"
3613,"LZ","35","35","463e","CDI","O","P","ct_9",1456,"tr_2"
3623,"CG","38","38","626a","CDI","O","C","ct_9",457,"tr_3"
3632,"PZ","88","88","525b","CDI","O","C","ct_8",1820,"tr_5"
3640,"JA","75","75","374d","CDI","O","C","ct_9",1865,"tr_4"
3644,"HZ","10","10","451a","CDI","O","C","ct_9",912,"tr_3"
3673,"SZ","54","54","563b","CDI","O","P","ct_8",358,"tr_2"
3674,"HZ","57","57","641a","CDI","O","C","ct_9",390,"tr_5"
3676,"OZ","57","57","524c","CDI","O","P","ct_2",870,"tr_5"
3687,"NZ","93","45","534a","CDI","O","C","ct_9",2270,"tr_6"
3697,"QA","38","38","526c","CDI","O","C","ct_9",1820,"tr_6"
3698,"GZ","69","69","461c","CDI","O","C","ct_9",1849,"tr_1"
3706,"QA","22","22","526d","CDI","O","C","ct_8",1788,"tr_5"
3712,"OZ","36","36","524c","CDI","O","P","ct_2",701,"tr_1"
3726,"IZ","94","75","488a","CDI","O","C","ct_9",1677,"tr_1"
3727,"CE","76","76","385a","CDI","O","C","ct_9",1827,"tr_6"
3728,"PZ","59","59","523b","AUT","O","C","ct_1",1820,"tr_6"
3732,"NZ","02","94","534a","CDI","O","C","ct_9",1058,"tr_6"
3739,"NZ","91","75","635a","CDI","O","C","ct_9",2301,"tr_5"
3747,"KZ","73","73","545c","CDI","O","C","ct_9",1820,"tr_2"
3758,"QB","94","94","344b","CDI","O","P","ct_9",1368,"tr_4"
3769,"GZ","26","26","634c","CDI","O","C","ct_9",1581,"tr_4"
3773,"CH","75","94","623a","CDI","O","P","ct_9",948,"tr_3"
3774,"OZ","59","59","523b","AUT","O","C","ct_1",1820,"tr_4"
3780,"GZ","92","92","461b","CDI","O","C","ct_9",1820,"tr_6"
3784,"RZ","92","92","435b","CDI","O","P","ct_8",768,"tr_1"
3788,"QB","30","30","563b","CDI","O","C","ct_8",1794,"tr_6"
3793,"JB","44","44","461f","AUT","O","P","ct_9",1064,"tr_5"
3798,"CF","59","59","486e","CDI","O","C","ct_9",1408,"tr_6"
3799,"SZ","36","36","676e","CDI","O","C","ct_9",1128,"tr_4"
3800,"QB","22","22","543g","CDI","O","C","ct_8",1820,"tr_1"
3815,"QB","80","80","487b","CDI","O","C","ct_8",1599,"tr_3"
3831,"GZ","18","18","634c","CDI","O","C","ct_9",1384,"tr_3"
3836,"MA","55","54","472a","CDI","O","C","ct_9",1754,"tr_1"
3839,"QA","95","95","526a","CDI","O","P","ct_8",378,"tr_4"
3843,"AZ","2B","2B","691e","CDI","O","C",NA,176,NA
3848,"CL","59","59","673c","CDI","O","C","ct_9",1673,"tr_6"
3852,"RZ","56","56","335a","CDI","O","C",NA,NA,NA
3860,"QB","91","91","523d","CDI","O","C","ct_3",1527,"tr_4"
3861,"SZ","50","75","373d","CDI","O","C","ct_8",2124,"tr_5"
3874,"GZ","93","94","653a","CDI","O","C","ct_9",1949,"tr_5"
3898,"QB","92","92","563b","CDI","O","P","ct_8",1046,"tr_3"
3902,"QA","93","93","526a","CDI","O","C","ct_9",2180,"tr_6"
3905,"TZ","01","71","563c","AUT","O","C",NA,965,NA
3911,"SZ","43","43","526c","CDI","O","C","ct_8",813,"tr_3"
3913,"CH","71","71","643a","CDI","O","C","ct_9",1815,"tr_2"
3917,"NZ","69","69","564a","CDI","O","C","ct_8",1206,"tr_1"
3921,"JC","38","38","388c","CDI","O","C","ct_9",1785,"tr_5"
3932,"HZ","33","33","655a","CDI","O","C","ct_9",1820,"tr_5"
3933,"PZ","44","44","435b","CDI","O","C","ct_8",1820,"tr_4"
3937,"RZ","78","78","541c","CDD","O","C","ct_8",1771,"tr_1"
3945,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1814,"tr_6"
3952,"MA","31","92","373d","CDI","O","C","ct_9",1820,"tr_6"
3956,"QB","45","45","525d","CDI","O","C","ct_3",1820,"tr_4"
3964,"NZ","33","33","543g","CDI","O","C","ct_9",1228,"tr_4"
3968,"QB","88","88","525d","CDI","O","P","ct_8",1209,"tr_4"
3972,"QB","12","12","525d","CDI","O","C","ct_8",1838,"tr_3"
3978,"OZ","33","33","451g","CDI","O","P","ct_2",1676,"tr_3"
3988,"CH","28","28","373d","CDI","O","C","ct_9",1549,"tr_1"
3990,"GZ","59","59","462e","CDI","O","C","ct_9",1062,"tr_6"
3991,"GZ",NA,NA,"554b","CDI","O","C","ct_9",431,"tr_2"
3998,"CH","89","89","624e","CDI","O","C","ct_9",1000,"tr_5"
4007,"SZ","29","29","563b","CDI","O","P","ct_9",553,"tr_2"
4026,"SZ","39","39","435b","CDI","O","C",NA,144,NA
4032,"GZ","33","33","543b","CDI","O","C","ct_9",1732,"tr_2"
4034,"GZ","74","74","552a","CDI","O","P","ct_9",1015,"tr_2"
4048,"HZ","33","33","641b","CDI","O","P","ct_9",151,"tr_5"
4055,"GZ","42","42","463e","AUT","O","N","ct_9",152,"tr_4"
4063,"OZ",NA,NA,"524b","CDI","O","C","ct_1",1820,"tr_6"
4076,"QA","67","67","526a","CDI","O","C","ct_8",1820,"tr_6"
4103,"CJ","69","69","383a","CDI","O","C","ct_9",1735,"tr_5"
4120,"JA","38","38","352a","CDI","O","C","ct_9",1517,"tr_6"
4126,"QB","54","54","434f","CDI","O","C","ct_8",1367,"tr_3"
4147,"FZ","76","27","632d","CDI","O","C","ct_9",1820,"tr_2"
4148,"OZ","25","25","621f","CDI","O","C","ct_2",1819,"tr_5"
4152,"CL","01","01","624e","CDI","O","C","ct_9",479,"tr_6"
4155,"QA","67","67","526b","CDI","O","C","ct_9",1950,"tr_3"
4161,"IZ","69","69","561d","TOA","O","P","ct_9",265,"tr_3"
4173,"QB","42","42","563a","CDI","O","N","ct_7",1320,"tr_0"
4174,"GZ","93","93","543g","CDI","O","C","ct_9",1827,"tr_4"
4190,"QA","01","01","431f","CDI","O","C","ct_9",1815,"tr_6"
4194,"EZ","86","86","685a","AUT","X","P","ct_8",897,"tr_3"
4201,"MA","92","92","461d","CDI","O","C","ct_9",1449,"tr_3"
4203,"OZ","57","57","524c","CDI","O","P","ct_2",870,"tr_5"
4215,"QA","75","93","632d","CDI","O","C","ct_8",1820,"tr_5"
4220,"QA","29","29","526c","CDI","O","P","ct_8",1625,"tr_5"
4228,"FZ","13","13","681b","CDI","O","P","ct_9",1820,"tr_1"
4236,"MC","87","87","526b","CDI","O","P","ct_9",630,"tr_1"
4242,"CH","46","46","484b","CDI","O","C","ct_9",866,"tr_6"
4248,"IZ","60","93","468a","CDI","O","C","ct_9",595,"tr_6"
4249,"EZ","92","95","464a","CDI","O","C","ct_9",1270,"tr_1"
4269,"HZ","78","92","333c","CDI","O","C","ct_9",1796,"tr_5"
4279,"KZ","78","75","461c","CDI","O","C","ct_9",245,"tr_5"
4295,"CA","62","62","554a","CDI","O","P","ct_9",1551,"tr_1"
4301,"NZ","94","93","684a","CDI","O","C","ct_9",2049,"tr_5"
4305,"FZ","77","77","542a","CDI","O","C","ct_9",1820,"tr_1"
4333,"GZ","62","62","463c","CDI","O","C","ct_9",1575,"tr_1"
4338,"QB","57","57","431f","AUT","O","P","ct_3",1385,"tr_4"
4341,"PZ","19","19","341b","CDI","O","P","ct_8",624,"tr_4"
4349,"MA",NA,NA,"543b","CDI","O","C","ct_9",1170,"tr_1"
4350,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
4353,"QA","64","64","526b","CDI","O","P","ct_9",1456,"tr_4"
4371,"IZ","17","17","636d","CDI","O","C","ct_9",656,"tr_1"
4372,"QA","29","29","526a","CDI","O","P","ct_9",915,"tr_5"
4378,"HZ","03","63","333c","CDI","O","C","ct_9",1820,"tr_6"
4382,"BZ","03","63","641a","CDI","O","C","ct_9",1916,"tr_2"
4388,"GZ","40","40","543g","CDI","O","C","ct_9",1645,"tr_1"
4397,"GZ","37","86","542a","CDI","O","P","ct_6",1503,"tr_1"
4399,"QB","54","88","526d","CDI","O","C","ct_8",1152,"tr_3"
4402,"OZ","30","30","344b","CDI","O","C","ct_4",1820,"tr_4"
4413,"CJ","41","41","681a","CDI","O","C","ct_9",1300,"tr_4"
4415,"HZ","64","64","641a","CDI","O","C","ct_9",1498,"tr_1"
4416,"HZ","92","75","654b","CDI","O","C","ct_5",2071,"tr_6"
4418,"QA","91","91","525d","CDI","O","C","ct_9",1512,"tr_5"
4424,"GZ","89","89","463c","CDI","O","C","ct_9",1624,"tr_5"
4441,"IZ","60","93","377a","CDI","O","C","ct_9",3000,"tr_6"
4442,"LZ","92","92","463e","CDI","O","C","ct_9",455,"tr_1"
4450,"GZ","01","01","551a","CDI","O","C","ct_9",842,"tr_3"
4461,"TZ","56","56","563c","CDI","O","N","ct_7",2009,"tr_1"
4464,"QA","64","64","525d","CDI","O","C","ct_9",1517,"tr_5"
4466,"HZ","27","75","311d","CDI","O","C","ct_9",1061,"tr_2"
4467,"HZ","95","92","487b","CDI","O","C","ct_9",1477,"tr_3"
4470,"JA","21","69","353c","AUT","O","C",NA,668,NA
4486,"QA","06","06","526a","CDI","O","C","ct_8",1517,"tr_6"
4492,"OZ","56","56","523c","AUT","O","C","ct_2",1820,"tr_5"
4508,"NZ","31","31","542a","CDI","O","P","ct_9",426,"tr_0"
4510,"FZ","92","93","481b","CDI","O","C","ct_9",1563,"tr_3"
4511,"GZ","93","75","552a","CDI","O","P","ct_9",1467,"tr_6"
4519,"CL","44","44","486d","CDI","O","C","ct_9",1595,"tr_5"
4528,"OZ","71","71","472d","AUT","O","C","ct_2",1820,"tr_6"
4532,"RZ","34","34","637c","CDI","O","C",NA,129,NA
4542,"NZ","59","59","423b","CDI","O","C","ct_9",1826,"tr_3"
4555,"MA","31","31","543b","CDI","O","C","ct_9",1820,"tr_2"
4565,"LZ","90","90","524c","CDI","O","C","ct_5",1170,"tr_6"
4579,"GZ","34","34","554e","CDI","O","P","ct_9",1166,"tr_1"
4590,"GZ","85","85","433d","CDI","O","C","ct_9",455,"tr_1"
4594,"KZ","14","50","467a","CDI","O","C","ct_9",1871,"tr_1"
4595,"GZ","86","86","554e","CDI","O","P","ct_9",953,"tr_0"
4600,"QA","78","78","344d","CDI","O","C","ct_9",1820,"tr_6"
4611,"QA","76","76","526b","CDI","O","P","ct_6",1202,"tr_1"
4613,"SZ","06","06","636d","CDI","O","C","ct_8",1204,"tr_3"
4622,"QB","41","41","525d","CDI","O","P","ct_3",872,"tr_4"
4643,"RZ","60","60","435b","CDI","O","P","ct_8",282,"tr_1"
4646,"GZ","95","75","676c","CDI","O","C","ct_9",1246,"tr_2"
4660,"GZ","28","28","374d","CDI","O","N","ct_9",455,"tr_4"
4683,"OZ","28","28","523c","AUT","O","C","ct_2",1819,"tr_1"
4684,"QA","84","84","431f","CDI","O","C","ct_9",1820,"tr_4"
4697,"QA","17","17","526e","CDI","O","C","ct_9",1516,"tr_3"
4698,"QB","53","53","525d","CDI","O","P","ct_8",742,"tr_3"
4705,"FZ","54","54","681b","CDD","O","C","ct_9",1658,"tr_1"
4716,"PZ","78","92","341a","CDI","O","C","ct_8",1844,"tr_4"
4720,"NZ","76","76","684a","CDI","O","P","ct_9",866,"tr_5"
4732,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
4738,"NZ","41","41","676e","TTP","O","C","ct_9",937,"tr_1"
4739,"QB","75","75","525d","CDI","O","C","ct_8",1745,"tr_6"
4745,"QB","93","93","526a","CDI","O","P","ct_8",911,"tr_2"
4751,"GZ","73","73","643a","CDI","O","C","ct_9",894,"tr_1"
4772,"QA","47","47","526e","CDI","O","C","ct_9",1520,"tr_2"
4781,"QB",NA,NA,"526c","CDI","O","C","ct_8",218,"tr_3"
4784,"QB","31","31","563b","CDI","O","N","ct_7",1244,"tr_1"
4786,"RZ",NA,NA,"488a","CDI","O","C","ct_9",1412,"tr_2"
4787,"PZ","91","77","434d","CDI","O","C","ct_8",1972,"tr_4"
4794,"CK","91","91","474b","CDI","O","C","ct_9",2189,"tr_4"
4798,"KZ","25","25","461c","CDI","O","C","ct_9",1277,"tr_1"
4811,"PZ","85","85","525a","CDI","O","P","ct_8",1067,"tr_2"
4826,"QB",NA,NA,"526d","CDI","O","P","ct_8",1620,"tr_3"
4845,"KZ","77","75","467b","CDI","O","C","ct_9",1778,"tr_6"
4864,"MA","59","59","461c","CDI","O","C","ct_9",1842,"tr_1"
4868,"HZ","46","46","641b","CDI","O","P","ct_9",894,"tr_3"
4872,"NZ","29","29","534a","CDI","O","P","ct_9",1149,"tr_1"
4880,"QA","62","62","526b","CDI","O","C","ct_9",1507,"tr_3"
4881,"QB","62","62","563a","CDI","O","N","ct_7",337,"tr_0"
4882,"QB","79","79","563b","AUT","O","C","ct_2",1819,"tr_4"
4884,"IZ","95","93","561b","CDI","O","C","ct_9",392,"tr_1"
4886,"IZ","34","34","561d","AUT","O","C",NA,142,NA
4890,"NZ","87","87","564a","CDI","O","P","ct_8",1827,"tr_1"
4898,"QA","16","16","526e","CDI","O","P","ct_6",700,"tr_1"
4903,"TZ","31","31","563c","AUT","O","N",NA,136,NA
4905,"QA","14","14","525d","CDI","O","P",NA,146,NA
4909,"NZ","78","93","534a","CDI","O","C","ct_9",855,"tr_6"
4918,"CH","28","28","676c","CDI","O","C","ct_9",499,"tr_3"
4920,"GZ","19","19","543f","CDI","O","C","ct_9",602,"tr_4"
4943,"QA","04","04","526e","CDI","O","C","ct_9",2018,"tr_4"
4945,"QA","17","17","431d","CDI","O","P","ct_3",1532,"tr_6"
4948,"OZ","62","62","435b","CDI","O","C","ct_8",1820,"tr_4"
4953,"QA","74","74","344a","CDI","O","C","ct_9",1834,"tr_5"
4964,"GZ",NA,NA,"643a","CDI","O","C","ct_9",1771,"tr_3"
4966,"GZ","42","42","551a","CDI","O","P","ct_9",941,"tr_3"
4990,"QA",NA,NA,"632k","AUT","O","C","ct_3",2763,"tr_6"
4995,"FZ","38","38","621c","CDI","O","P","ct_9",1214,"tr_2"
4996,"CA","25","25","468a","CDI","O","N","ct_9",760,"tr_3"
5002,"JA","75","75","353a","CDI","O","C","ct_9",1820,"tr_5"
5010,"QB","62","62","563a","CDI","O","N","ct_7",1236,"tr_1"
5011,"QB","60","60","632k","CDI","O","C","ct_8",703,"tr_4"
5015,"QA","19","19","526e","CDI","O","P","ct_9",534,"tr_1"
5022,"HZ","86","86","451a","CDI","O","P","ct_9",1274,"tr_3"
5025,"QB","85","85","563a","CDI","O","N","ct_7",1951,"tr_1"
5027,"QA","13","13","431f","CDI","O","C","ct_9",1909,"tr_0"
5029,"MA","80","80","382a","CDI","O","C","ct_6",1820,"tr_1"
5030,"QB","22","22","525d","CDI","O","C",NA,219,NA
5033,"QB","13","13","563b","CDI","O","N","ct_7",579,"tr_1"
5042,"GZ","69","69","344d","CDI","O","C","ct_6",1665,"tr_1"
5043,"QB",NA,NA,"526a","CDI","O","C","ct_8",607,"tr_5"
5044,"CB","50","50","627c","CDI","O","C","ct_9",1923,"tr_6"
5057,"LZ","06","06","542a","CDI","O","C","ct_9",1765,"tr_1"
5061,"CF","63","63","475b","CDI","O","C","ct_9",1837,"tr_6"
5064,"CA","53","53","625b","CDI","O","P","ct_9",1384,"tr_5"
5065,"QB","81","81","434d","CDI","O","C","ct_8",1820,"tr_4"
5071,"LZ","62","62","564b","AUT","O","C","ct_5",889,"tr_4"
5072,"MA","83","06","542a","CDI","O","P","ct_9",657,"tr_1"
5088,"GZ","50","50","551a","CDD","O","C","ct_9",430,"tr_6"
5114,"GZ","38","38","542a","CDI","O","C","ct_9",1549,"tr_1"
5123,"NZ","35","22","684b","CDI","O","P","ct_9",731,"tr_0"
5131,"GZ","29","29","676a","CDI","O","C","ct_9",1903,"tr_4"
5154,"CL","95","92","623a","CDI","O","C","ct_9",616,"tr_6"
5158,"NZ","31","31","684a","CDI","O","C",NA,1187,"tr_3"
5161,"MA","38","38","461b","AUT","O","C",NA,207,NA
5163,"KZ","94","94","477a","CDI","O","C","ct_9",1780,"tr_1"
5172,"PZ","41","41","524c","CDI","O","C","ct_4",1820,"tr_4"
5191,"QB","80","80","526d","CDI","O","C","ct_8",1820,"tr_3"
5200,"PZ","93","93","373b","CDI","O","C","ct_9",1061,"tr_1"
5201,"CC","45","77","643a","CDI","O","C","ct_9",406,"tr_1"
5208,"GZ","83","83","634a","CDI","O","C","ct_9",1575,"tr_2"
5219,"GZ","95","92","463d","CDI","O","C","ct_9",577,"tr_5"
5223,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1820,"tr_6"
5231,"GZ","49","49","641a","CDI","O","C","ct_9",1810,"tr_1"
5254,"MB","92","77","479b","CDI","O","C","ct_5",1325,"tr_6"
5260,"KZ","62","62","542a","CDI","O","C","ct_9",1415,"tr_1"
5261,"QB","39","39","526a","AUT","O","C","ct_3",1059,"tr_4"
5262,"QB","35","35","563a","CDI","O","N","ct_7",3000,"tr_1"
5272,"PZ","18","18","422c","CDI","O","P","ct_8",324,"tr_5"
5278,"NZ","80","80","676c","CDI","O","C","ct_9",1157,"tr_5"
5325,"MA","44","44","481b","CDI","O","C","ct_9",1799,"tr_4"
5341,"QB","63","63","628g","CDI","O","P","ct_8",455,"tr_4"
5349,"CK","91","50","462e","CDI","O","C","ct_9",1680,"tr_6"
5354,"FZ","16","16","632j","CDI","O","C","ct_9",1328,"tr_3"
5369,"GZ","64","40","551a","CDI","O","C","ct_9",1517,"tr_5"
5370,"GZ","25","21","554a","CDI","O","P","ct_9",1532,"tr_1"
5386,"NZ","75","75","684a","CDI","O","P","ct_9",1965,"tr_6"
5394,"CL","33","33","673c","CDI","O","C","ct_9",1820,"tr_6"
5395,"MC","88","88","675b","CDI","O","P","ct_9",240,"tr_1"
5406,"NZ","68","67","534a","CDI","O","C","ct_9",143,"tr_6"
5408,"MC","10","10","643a","CDI","O","P","ct_9",1316,"tr_3"
5431,"QB","78","78","525d","CDI","O","C","ct_8",1499,"tr_3"
5446,"IZ","68","68","561f","CDI","O","C","ct_9",440,"tr_2"
5451,"QB","80","80","479b","CDI","O","P","ct_8",1665,"tr_2"
5456,"CC","75","94","627f","CDI","O","C","ct_9",1463,"tr_5"
5457,"RZ","21","21","435b","CDI","O","C",NA,375,NA
5460,"GZ","85","85","636a","TOA","O","C","ct_9",924,"tr_2"
5462,"QB","38","38","523c","AUT","O","C","ct_2",1819,"tr_5"
5485,"HZ","06","06","643a","CDI","O","C","ct_9",916,"tr_2"
5493,"HZ","01","69","641a","CDI","O","C","ct_9",2184,"tr_4"
5505,"HZ","88","88","655a","CDI","O","C","ct_9",1725,"tr_3"
5509,"OZ","83","83","526d","CDI","O","C","ct_8",641,"tr_6"
5526,"NZ","31","31","534a","CDI","O","C","ct_9",1800,"tr_6"
5536,"CA","56","56","625d","CDI","O","C","ct_9",1896,"tr_6"
5549,"MA","13","13","542a","CDI","O","P","ct_9",716,"tr_3"
5567,"JA","94","75","637c","CDD","O","N","ct_9",308,"tr_2"
5577,"EZ","31","31","461f","CDI","O","C","ct_9",1818,"tr_5"
5579,"NZ","34","34","684a","CDI","O","P","ct_9",1290,"tr_5"
5580,"GZ","44","44","643a","CDI","O","N","ct_9",210,"tr_4"
5586,"NZ","72","72","684a","CDI","O","P","ct_9",843,"tr_5"
5591,"QB","66","66","434f","CDI","O","C","ct_9",1229,"tr_2"
5594,"SZ","75","75","636d","CDI","O","C",NA,334,NA
5599,"CK","74","74","623g","CDI","O","C","ct_9",1535,"tr_6"
5618,"OZ","57","57","524c","AUT","X","P","ct_2",1278,"tr_5"
5622,"QA","35","35","344a","CDI","O","C","ct_8",1512,"tr_6"
5646,"HZ","01","01","546b","CDI","O","C","ct_9",759,"tr_4"
5647,"NZ","31","31","676a","AUT","O","C",NA,209,"tr_6"
5649,"MA","13","13","373c","CDI","O","C","ct_9",2028,"tr_1"
5651,"OZ","69","69","451g","CDI","O","P","ct_2",612,"tr_6"
5653,"OZ","65","65","525c","AUT","X","P","ct_2",1039,"tr_1"
5661,"NZ","77","77","435a","CDI","O","C","ct_8",1250,"tr_2"
5668,"JA","16","79","352a","CDI","O","C","ct_9",1820,"tr_3"
5670,"NZ","28","28","543g","CDI","O","C","ct_9",1552,"tr_4"
5671,"NZ","78","94","684a","CDI","O","P","ct_9",823,"tr_6"
5674,"NZ","86","86","621b","TTP","O","N","ct_9",443,"tr_0"
5678,"CL","95","60","652a","CDI","O","C","ct_9",1462,"tr_4"
5686,"QA","13","13","526a","CDI","O","C","ct_9",1463,"tr_1"
5695,"KZ","21","21","542a","CDI","O","C","ct_9",1867,"tr_1"
5703,"GZ","44","44","463a","CDI","O","C","ct_9",1943,"tr_2"
5718,"CH","14","61","479b","CDI","O","P","ct_9",928,"tr_2"
5719,"FZ","74","74","632f","CDI","O","C","ct_9",1536,"tr_2"
5732,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
5740,"SZ","2A","2A","543h","AUT","X","P","ct_8",1040,"tr_1"
5750,"QB","93","93","434a","CDI","O","C","ct_8",1820,"tr_2"
5761,"CM","40","33","533c","CDI","O","C","ct_5",1682,"tr_5"
5767,"GZ","35","69","463e","AUT","O","N","ct_9",960,"tr_6"
5770,"QA","59","59","525d","CDI","O","C","ct_8",429,"tr_6"
5772,"QA","69","69","451h","CDI","O","P","ct_8",703,"tr_4"
5776,"MA","69","72","543h","CDI","O","P","ct_9",981,"tr_5"
5777,"IZ","75","75","561c","CDI","O","C",NA,415,NA
5792,"MA","91","75","461e","CDI","O","P","ct_9",192,"tr_5"
5794,"NZ","77","93","684a","CDI","O","C","ct_9",455,"tr_5"
5817,"NZ","67","67","684a","CDI","O","P","ct_9",871,"tr_6"
5838,"NZ","33","33","684a","CDI","O","P","ct_9",1220,"tr_5"
5843,"SZ","21","21","422e","CDI","O","C","ct_8",1430,"tr_3"
5845,"NZ","58","71","684a","CDI","O","P","ct_9",1221,"tr_6"
5850,"NZ","94","94","534b","CDI","O","C","ct_9",521,"tr_2"
5854,"GZ","59","59","653a","CDI","O","C","ct_9",1969,"tr_5"
5860,"RZ","69","69","461f","CDI","O","C","ct_5",1820,"tr_4"
5870,"QB","86","86","632k","CDI","O","C","ct_8",531,"tr_4"
5872,"QB","72","72","563a","CDI","O","N","ct_7",1997,"tr_1"
5876,"SZ","76","76","441a","CDI","O","C",NA,140,NA
5878,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
5880,"PZ","64","64","525a","AUT","X","P","ct_8",1040,"tr_2"
5885,"NZ",NA,"84","691d","TOA","O","C","ct_8",718,"tr_5"
5887,"CH","74","74","487b","CDI","O","C","ct_9",1594,"tr_4"
5890,"CA","56","56","674b","CDI","O","C","ct_9",1087,"tr_6"
5906,"SZ","42","75","333e","AUT","O","C","ct_8",1820,"tr_3"
5911,"OZ","89","75","333f","CDI","O","P","ct_2",1706,"tr_1"
5915,"HZ","62","62","676d","CDI","O","C","ct_9",1888,"tr_5"
