id,Job_desc,ECO_SECT,WORK_CONDITION,type_of_contract,Labor_force_status,job_dep,Working_hours,earnings,employer_type,EMPLOYEE_COUNT
2114,"563a","QB","N","CDI","O","03",3000,16224,"ct_7","tr_1"
2117,"525d","QA","C","CDD","O","03",844,8941,"ct_3","tr_5"
2123,"525d","QB","C","CDD","O","03",1011,10953,"ct_9","tr_3"
2127,"382a","FZ","C","CDI","O","03",1778,35549,"ct_9","tr_3"
2131,"526a","QA","C","CDI","O","03",1820,8257,"ct_9","tr_5"
2141,"545c","KZ","P","CDI","O","03",1560,26952,"ct_8","tr_5"
2145,"523b","PZ","P","CDI","O","03",277,19324,"ct_1","tr_3"
2159,"482a","CJ","C","CDI","O","03",2679,53438,"ct_9","tr_5"
2160,"473a","MB","C","CDI","O","03",1627,27524,"ct_9","tr_2"
2168,"563b","QB","C","AUT","O","03",1829,19127,"ct_2","tr_1"
2179,"681b","FZ","C","CDI","O","03",1820,25349,"ct_9","tr_1"
2190,"524b","OZ","C","AUT","O","63",1820,24841,"ct_1","tr_6"
2194,"376g","LZ","C","CDI","O","03",1820,38270,"ct_9","tr_2"
2195,"625d","CA","C","CDI","O","03",1820,27758,"ct_9","tr_4"
2198,"421b","PZ","C","CDI","O","03",1213,21294,"ct_8","tr_3"
2203,"462c","MA","C","CDI","O","03",1755,29349,"ct_9","tr_2"
2212,"624f","CH","C","CDI","O","03",1687,17286,"ct_9","tr_5"
2217,"479b","CG","C","CDI","O","03",1702,27611,"ct_9","tr_6"
2230,"673a","CL","C","CDI","O","63",1537,19506,"ct_9","tr_4"
2234,"526a","QB","P","CDI","O","03",1564,19490,"ct_8","tr_3"
2242,"524c","OZ","P","AUT","O","03",2009,17468,"ct_2","tr_1"
2255,"652a","NZ","C","TTP","O","03",1452,16968,"ct_9","tr_1"
2257,"475b","CA","C","CDI","O","03",1820,50910,"ct_9","tr_3"
2259,"477b","CM","C","CDI","O","03",2023,26299,"ct_9","tr_2"
2273,"641a","HZ","C","CDI","O","03",2200,20110,"ct_9","tr_2"
2274,"526d","QB","P","CDI","O","03",1458,16727,"ct_8","tr_5"
2280,"388b","PZ","C","CDI","O","03",1812,25508,"ct_8","tr_3"
2289,"525d","QB","C","CDI","O","03",204,5507,"ct_9","tr_4"
2290,"676a","EZ","C","AUT","X","03",192,2831,"ct_9","tr_5"
2291,"472a","FZ","C","CDI","O","03",1820,30669,"ct_9","tr_3"
2293,"636d","IZ","C","CDI","O","03",1536,33008,"ct_9","tr_3"
2296,"643a","HZ","C","CDI","O","03",1827,16231,"ct_9","tr_5"
2299,"484b","CH","C","CDI","O","03",1714,29425,"ct_9","tr_4"
2302,"563a","QB","N","CDI","O","03",3000,26456,"ct_7","tr_1"
2307,"532a","OZ","C","AUT","O","36",1191,8954,"ct_1","tr_6"
2313,"422a","PZ","C","CDD","O",NA,1820,39497,"ct_1","tr_4"
2321,"641a","HZ","C","CDI","O","03",800,9769,"ct_9","tr_3"
2325,"564b","QB","P","CDD","O","03",1029,9401,"ct_8","tr_3"
2326,"461f","MA","P","CDI","O","03",1383,15443,"ct_9","tr_1"
2327,"542a","KZ","P","CDI","O","03",658,6764,"ct_9","tr_1"
2328,"682a","GZ","C","CDD","O","03",310,5753,"ct_9","tr_1"
2329,"526a","QB","C","CDI","O","03",1550,20098,"ct_8","tr_4"
2331,"542a","KZ","P","CDD","O","03",1347,15487,"ct_9","tr_1"
2333,"462e","GZ","C","CDI","O","03",1820,25839,"ct_9","tr_1"
2335,"564b","RZ","P","CDI","O","03",888,8197,"ct_8","tr_1"
2339,"374a","GZ","C","CDI","O","03",1831,41638,"ct_9","tr_2"
2344,"344a","QA","C","CDI","O","03",226,4388,NA,NA
2347,"676e","NZ","C","TTP","O","23",1060,10419,"ct_9","tr_1"
2358,"526a","QB","P","CDI","O","03",892,12701,"ct_8","tr_6"
2363,"676c","CA","C","CDD","O","03",1841,19560,"ct_9","tr_6"
2370,"525d","QB","C","CDI","O","03",1820,19981,"ct_8","tr_5"
2381,"563a","QA","C","AUT","O","03",1820,16820,"ct_2","tr_4"
2387,"562b","SZ","C","CDI","O","03",1579,16520,"ct_9","tr_1"
2390,"525d","QB","C","CDI","O","03",1820,19391,"ct_8","tr_5"
2403,"534a","NZ","C","CDI","O","38",1820,18374,"ct_9","tr_0"
2404,"461d","MA","C","CDI","O","03",1867,27843,"ct_9","tr_2"
2407,"374a","GZ","C","CDI","O","03",1510,24761,"ct_9","tr_1"
2422,"472d","HZ","C","CDI","O","04",1552,23934,"ct_2","tr_5"
2424,"372f","OZ","C","CDI","O","04",1950,30694,"ct_8","tr_4"
2427,"344b","QA","C","CDI","O","04",1269,39072,"ct_8","tr_3"
2438,"684a","NZ","P","CDI","O","13",1700,16971,"ct_9","tr_5"
2445,"542a","QA","C","CDI","O","04",1730,29108,"ct_6","tr_1"
2448,"674b","CA","C","CDI","O","04",1822,26207,"ct_9","tr_3"
2456,"553c","GZ","C","CDI","O","04",1521,14873,"ct_9","tr_1"
2466,"475a","CE","P","CDI","O","04",1830,35386,"ct_9","tr_6"
2477,"342g","MB","C","CDI","O","13",2080,55588,"ct_5","tr_6"
2500,"526b","KZ","C","CDI","O","04",1722,18870,"ct_9","tr_1"
2509,"373d","CE","C","CDI","O","04",759,18252,"ct_9","tr_6"
2511,"461f","GZ","C","CDI","O","04",1420,13320,"ct_9","tr_1"
2530,"526d","QA","C","CDI","O","06",1792,21596,"ct_3","tr_5"
2552,"384b","CH","C","CDI","O","13",1550,24675,"ct_9","tr_1"
2559,"471a","CA","C","AUT","O","04",1820,38889,"ct_2","tr_1"
2565,"526a","QA","C","CDI","O","04",1820,48023,"ct_9","tr_5"
2570,"475a","CE","P","CDI","O","04",1830,39635,"ct_9","tr_6"
2575,"524c","OZ","C","CDI","O","04",1818,17575,"ct_2","tr_4"
2590,"467c","MA","C","CDI","O","04",1634,24557,"ct_9","tr_2"
2612,"526a","QB","C","CDD","O","04",1088,11274,"ct_9","tr_4"
2621,"382c","FZ","C","CDI","O","44",1715,40685,"ct_9","tr_5"
2622,"551a","GZ","C","CDI","O","04",1372,13636,"ct_6","tr_1"
2627,"543b","QB","C","CDI","O","04",205,2738,"ct_8","tr_2"
2641,"674a","CE","P","CDI","O","04",1819,29173,"ct_9","tr_6"
2652,"643a","CA","C","CDI","O","04",1820,21694,"ct_9","tr_3"
2665,"562b","SZ","C","CDI","O","04",1607,14492,"ct_9","tr_1"
2669,"479b","MA","C","CDI","O","04",1506,31148,"ct_9","tr_2"
2672,"641a","HZ","C","CDI","O","04",123,1044,NA,NA
2677,"681a","FZ","C","CDI","O","05",1789,18656,"ct_9","tr_1"
2678,"374c","CG","C","CDI","O","92",1721,58689,"ct_9","tr_5"
2703,"643a","HZ","P","CDI","O","05",1124,15495,"ct_9","tr_2"
2706,"477c","FZ","C","CDI","O","05",657,34253,"ct_9","tr_3"
2716,"422e","PZ","P","CDI","O","05",1156,11367,"ct_8","tr_3"
2718,"682a","GZ","C","CDI","O","05",1234,11207,"ct_6","tr_1"
2721,"563a","QB","N","CDI","O","05",2974,15314,"ct_7","tr_1"
2724,"542a","GZ","P","CDI","O","04",1040,16550,"ct_9","tr_1"
2733,"621c","FZ","C","CDI","O","26",1302,22262,"ct_9","tr_3"
2738,"563b","QB","P","CDI","O","05",752,6310,"ct_8","tr_3"
2743,"526d","QA","P","CDI","O","05",1511,18204,"ct_3","tr_6"
2746,"632c","FZ","C","CDI","O","05",1512,13092,"ct_9","tr_1"
2760,"561e","IZ","C","CDI","O","05",641,6939,"ct_9","tr_2"
2767,"542a","QB","P","CDI","O","04",1820,16102,"ct_8","tr_3"
2777,"676e","CB","C","CDI","O","05",1510,17392,"ct_9","tr_2"
2782,"477c","FZ","C","CDI","O","05",657,33866,"ct_9","tr_3"
2789,"621c","FZ","C","CDI","O","05",1820,26175,"ct_9","tr_1"
2792,"632c","FZ","C","CDI","O","05",1741,20480,"ct_9","tr_1"
2795,"641a","FZ","C","CDI","O","05",1470,14177,"ct_9","tr_4"
2798,"431f","QB","P","CDI","O","05",1230,22367,"ct_8","tr_3"
2805,"344d","GZ","P","CDI","O","05",1553,31140,"ct_9","tr_2"
2808,"422c","PZ","C","CDI","O","05",1668,18705,"ct_8","tr_4"
2809,"526a","QA","P","CDI","O","05",1147,17672,"ct_8","tr_2"
2823,"561f","LZ","C","CDI","O","05",904,11540,"ct_9","tr_0"
2852,"563b","QB","C","CDD","O","05",181,2449,NA,NA
2860,"621c","FZ","C","CDI","O","05",1636,19538,"ct_9","tr_2"
2867,"431c","HZ","C","TOA","O","05",436,5374,"ct_9","tr_4"
2874,"526a","QB","C","CDI","O","05",546,4054,"ct_8","tr_5"
2877,"478b","MA","C","CDI","O","13",1791,24256,"ct_9","tr_2"
2880,"421b","PZ","C","CDI","O","05",1820,23636,"ct_8","tr_3"
2883,"632k","QB","C","CDI","O","05",1820,26510,"ct_8","tr_4"
2887,"421b","PZ","C","AUT","O","05",1820,28576,"ct_2","tr_2"
2903,"543f","GZ","C","CDI","O","05",1670,13215,"ct_9","tr_4"
2907,"561d","IZ","P","CDI","O","06",465,5362,"ct_9","tr_3"
2911,"543g","LZ","C","CDI","O","06",1425,17202,"ct_9","tr_0"
2924,"621f","OZ","C","AUT","O","06",1869,20182,"ct_2","tr_6"
2929,"534a","NZ","C","CDI","O","13",684,8549,"ct_9","tr_4"
2938,"387f","OZ","C","CDI","O","06",1820,49519,"ct_5","tr_4"
2942,"676e","QB","C","AUT","O","06",596,4191,"ct_8","tr_5"
2943,"463e","FZ","C","CDI","O","06",1820,68096,"ct_9","tr_3"
2949,"461f","QA","C","CDI","O","06",1689,26559,"ct_8","tr_6"
2954,"681b","FZ","C","CDD","A","06",444,1993,"ct_9","tr_1"
2959,"631a","NZ","C","CDI","O","83",1078,7396,"ct_6","tr_1"
2970,"552a","GZ","C","CDI","O","06",1507,17548,"ct_9","tr_6"
2973,"477c","GZ","C","CDI","O","06",1668,28777,"ct_9","tr_1"
2987,"526d","QB","C","CDI","O","06",1024,18567,"ct_9","tr_3"
2991,"643a","HZ","C","CDI","O","13",1077,11395,"ct_9","tr_6"
2993,"525d","QB","P","CDI","O","04",1365,17749,"ct_3","tr_4"
2999,"525d","QB","C","CDI","O","06",1820,16055,"ct_8","tr_4"
3004,"561d","IZ","P","CDD","O","06",693,6969,"ct_6","tr_0"
3005,"561c","IZ","C","CDI","O","06",147,1211,NA,NA
3008,"422a","PZ","C","CDI","O","06",1820,18207,"ct_1","tr_4"
3017,"542a","GZ","C","CDI","O","06",1922,23463,"ct_9","tr_2"
3018,"342f","MB","C","AUT","O","06",1820,38377,"ct_1","tr_6"
3035,"451a","HZ","C","CDI","O","06",1840,18085,"ct_9","tr_5"
3036,"684a","NZ","C","CDI","O","06",1276,12894,"ct_9","tr_3"
3037,"543b","MA","C","CDI","O","06",1798,26450,"ct_9","tr_2"
3038,"434a","SZ","C","CDI","O","06",1771,32810,"ct_8","tr_6"
3042,"333c","HZ","C","CDI","O","06",1832,21793,"ct_9","tr_4"
3045,"433a","QA","P","CDI","O","06",511,9032,"ct_9","tr_3"
3057,"675c","CC","C","CDI","O","06",1825,23126,"ct_9","tr_3"
3059,"435b","QB","C","CDI","O","06",1820,20153,"ct_8","tr_2"
3060,"544a","JC","C","CDI","O","06",1977,45393,"ct_9","tr_1"
3063,"551a","GZ","C","CDI","O","06",541,5310,"ct_9","tr_1"
3069,"525d","QB","C","CDI","O","06",1825,18748,"ct_9","tr_3"
3072,"624d","CH","C","CDI","O","06",2020,25759,"ct_9","tr_2"
3074,"333f","OZ","C","AUT","O","06",1820,41976,"ct_2","tr_6"
3076,"466a","NZ","C","CDI","O","06",467,9072,"ct_9","tr_1"
3092,"561d","IZ","C","CDI","O","06",711,8943,"ct_9","tr_1"
3095,"373a","JC","C","CDI","O","92",1834,55101,"ct_9","tr_6"
3097,"376g","MA","C","CDI","O","06",1789,50988,"ct_9","tr_3"
3098,"534a","NZ","C","CDI","O","06",1820,24914,"ct_9","tr_5"
3103,"563a","QB","C","CDD","O","75",269,2693,NA,NA
3105,"634c","GZ","C","CDI","O","06",486,13859,"ct_9","tr_5"
3111,"643a","FZ","C","CDD","O","06",723,4316,"ct_9","tr_1"
3114,"543f","SZ","C","CDI","O","06",353,2299,"ct_9","tr_2"
3121,"488b","RZ","C","TOA","O","06",767,12043,"ct_9","tr_0"
3122,"641a","HZ","C","CDI","O","06",1915,20776,"ct_9","tr_3"
3130,"543b","MA","C","CDI","O","06",1149,10229,"ct_9","tr_1"
3146,"563c","TZ","N","CDI","O","06",1350,13049,"ct_7","tr_1"
3149,"562b","SZ","C","CDI","O","06",1027,8774,"ct_6","tr_1"
3151,"534a","NZ","C","CDI","O","06",1884,16907,"ct_9","tr_5"
3154,"545d","OZ","C","CDI","O","06",1796,19472,"ct_8","tr_6"
3158,"433a","QA","C","CDI","O","06",1613,27070,"ct_9","tr_3"
3159,"311e","MC","C","CDI","O","06",1585,51912,"ct_9","tr_3"
3160,"433a","QA","C","CDI","O","06",1870,32114,"ct_8","tr_6"
3165,"563a","QB","N","CDI","O","06",3000,30026,"ct_7","tr_1"
3166,"684a","GZ","P","CDI","O","06",975,8939,"ct_9","tr_1"
3167,"541d","HZ","C","CDI","O","06",1134,19843,"ct_9","tr_6"
3170,"485a","FZ","C","CDI","O","06",1732,26699,"ct_9","tr_3"
3203,"388e","CL","C","CDI","O","06",1906,53864,"ct_9","tr_6"
3209,"465a","MC","C","CDI","O","06",2028,45309,"ct_9","tr_2"
3213,"372a","MA","C","CDI","O","75",1820,53419,"ct_9","tr_1"
3215,"561b","IZ","C","CDI","O","06",716,6535,"ct_9","tr_2"
3216,"525d","QB","C","CDI","O","83",1619,17437,"ct_8","tr_4"
3228,"373b","JC","C","CDI","O","34",1712,49081,"ct_9","tr_6"
3230,"524c","OZ","C","CDD","O","06",1808,17547,"ct_1","tr_3"
3233,"563b","QB","P","CDI","O","06",999,9466,"ct_9","tr_3"
3258,"554g","JB","C","AUT","O","06",1774,34158,"ct_9","tr_5"
3260,"563b","QB","P","CDI","O","06",1408,11500,"ct_8","tr_2"
3261,"543g","KZ","C","CDI","O","06",1169,19305,"ct_9","tr_1"
3273,"462d","NZ","P","CDD","O","75",643,7669,"ct_9","tr_5"
3284,"676a","NZ","C","TTP","O","06",340,3615,"ct_9","tr_1"
3287,"481b","FZ","C","CDI","O","06",1603,31126,"ct_9","tr_1"
3290,"674c","CA","C","CDI","O","06",1676,14927,"ct_9","tr_1"
3293,"653a","GZ","C","CDI","O","06",1761,16301,"ct_9","tr_3"
3307,"373a","CL","C","CDI","O","93",1906,83012,"ct_9","tr_6"
3310,"653a","HZ","C","CDI","O","06",1779,24901,"ct_9","tr_4"
3318,"564b","RZ","C","CDI","O","06",1037,10204,"ct_9","tr_1"
3328,"543b","IZ","C","CDI","O","06",739,7277,"ct_9","tr_1"
3330,"462e","GZ","C","CDI","O","06",1561,27559,"ct_9","tr_5"
3351,"526c","QA","C","CDI","O","06",1859,23776,"ct_8","tr_6"
3357,"526d","QB","C","CDI","O","06",2099,16818,"ct_8","tr_1"
3358,"554a","CA","N","CDI","O","06",214,2533,NA,NA
3381,"525d","QB","C","CDI","O","06",1790,19457,"ct_9","tr_3"
3386,"431f","QA","C","CDI","O","06",1812,27590,"ct_8","tr_6"
3390,"433d","GZ","C","CDI","O","06",1676,20944,"ct_9","tr_2"
3395,"655a","HZ","C","CDI","O","06",1708,26657,"ct_9","tr_4"
3397,"543b","MA","C","CDI","O","06",1698,21213,"ct_9","tr_1"
3403,"526b","QA","C","CDI","O","06",1612,16455,"ct_9","tr_1"
3410,"636d","IZ","C","CDI","O","06",1223,12560,"ct_9","tr_1"
3412,"488b","IZ","C","CDI","O","06",1635,25890,"ct_9","tr_1"
3423,"634a","CL","C","APP","A","06",1641,4045,"ct_6","tr_1"
3425,"485a","FZ","C","CDI","O","06",1736,27540,"ct_9","tr_4"
3427,"676e","QB","C","AUT","O","06",1820,7166,"ct_8","tr_5"
3434,"372e","NZ","C","CDI","O","06",1762,36566,"ct_9","tr_6"
3436,"387c","NZ","C","CDI","O","06",1213,36995,"ct_9","tr_3"
3438,"424a","RZ","P","CDI","O","06",274,3716,NA,NA
3441,"466c","HZ","C","CDI","O","06",1088,17808,"ct_9","tr_2"
3445,"431f","NZ","N","CDD","O","06",137,2289,NA,"tr_2"
3452,"382c","FZ","C","CDI","O","06",1820,22868,"ct_9","tr_4"
3457,"643a","GZ","C","CDI","O","06",1243,10050,"ct_9","tr_2"
3461,"563b","QB","C","CDD","O","06",394,3251,NA,NA
3462,"521a","HZ","C","CDI","O","06",1513,16801,"ct_9","tr_4"
3468,"563a","QB","N","CDI","O","06",3000,19382,"ct_7","tr_1"
3469,"546d","HZ","N","CDI","O","93",176,12869,"ct_9","tr_6"
3471,"685a","JB","C","CDD","O","06",728,6467,"ct_9","tr_3"
3472,"333f","OZ","C","CDI","O","13",1820,31313,"ct_2","tr_6"
3476,"388a","JC","C","CDI","O","06",1771,29726,"ct_9","tr_4"
3477,"636a","GZ","C","CDI","O","06",2129,26839,"ct_9","tr_4"
3478,"636c","CA","C","CDI","O","06",1970,27544,"ct_9","tr_2"
3479,"563a","QB","N","CDI","O","06",3000,23353,"ct_7","tr_1"
3482,"373b","CM","C","CDI","O","06",1820,50052,"ct_9","tr_1"
3493,"684a","NZ","C","CDI","O","06",812,8125,"ct_9","tr_1"
3495,"465b","RZ","N","CDD","O","06",226,8780,"ct_9","tr_1"
3507,"553b","GZ","C","CDI","O","06",1618,19211,"ct_9","tr_2"
3513,"525d","QB","C","CDI","O","83",1619,16593,"ct_8","tr_4"
3514,"625b","CE","C","CDI","O","06",1955,39901,"ct_9","tr_6"
3515,"422e","PZ","P","CDD","O","06",1273,11011,"ct_1","tr_3"
3516,"372b","JC","C","CDI","O","06",1820,34779,"ct_9","tr_5"
3522,"681a","FZ","C","APP","A","06",544,2301,"ct_9","tr_2"
3524,"462a","GZ","C","CDI","O","06",1820,23563,"ct_9","tr_1"
3549,"479b","NZ","C","CDI","O","06",2067,33508,"ct_9","tr_4"
3550,"333e","PZ","C","AUT","O","06",1874,37097,"ct_1","tr_4"
3551,"641a","GZ","C","CDI","O","83",869,9560,"ct_9","tr_2"
3555,"481b","FZ","C","CDI","O","06",1673,29302,"ct_9","tr_4"
3556,"685a","MC","C","CDI","O","06",1715,16055,"ct_9","tr_4"
3562,"466c","HZ","P","CDI","O","06",387,12098,"ct_9","tr_1"
3566,"636d","IZ","C","CDI","O","06",450,4796,"ct_9","tr_1"
3569,"526e","QA","C","CDI","O","06",1967,30607,"ct_9","tr_1"
3573,"546b","NZ","C","CDI","O","06",261,3384,NA,"tr_1"
3575,"561f","IZ","C","TOA","O","06",953,11487,"ct_9","tr_5"
3578,"674a","CG","C","CDI","O","06",1700,23632,"ct_9","tr_5"
3584,"341a","PZ","C","CDI","O","06",1820,35385,"ct_8","tr_5"
3590,"684b","EZ","C","CDI","O","06",1820,23081,"ct_9","tr_4"
3596,"478d","JB","C","CDI","O","06",1793,31105,"ct_9","tr_4"
3600,"382a","MA","C","CDI","O","13",678,16622,"ct_9","tr_3"
3622,"372b","MC","N","CDI","O","06",714,11702,"ct_9","tr_1"
3625,"684a","NZ","P","CDI","O","06",1377,13736,"ct_9","tr_5"
3626,"474b","CL","C","CDI","O","06",1903,41695,"ct_9","tr_6"
3630,"554a","CA","P","CDI","O","06",379,3336,"ct_9","tr_1"
3633,"551a","GZ","C","CDD","O","06",497,5953,"ct_9","tr_4"
3634,"373c","MA","C","CDI","O","06",1820,82656,"ct_8","tr_5"
3637,"388c","JC","C","CDI","O","06",1820,43151,"ct_9","tr_6"
3641,"466c","HZ","P","CDI","O","06",2192,45666,"ct_9","tr_3"
3647,"526a","QA","C","CDI","O","06",2354,30761,"ct_9","tr_6"
3648,"543e","OZ","C","CDI","O","06",1827,19793,"ct_8","tr_6"
3649,"526a","QB","C","CDI","O","06",1820,14648,"ct_9","tr_3"
3652,"344a","QA","C","CDD","O","06",3000,50466,"ct_3","tr_6"
3672,"487a","GZ","C","CDI","O","06",1950,38453,"ct_9","tr_3"
3680,"543b","MA","P","CDI","O","06",1945,44850,"ct_9","tr_1"
3683,"462b","GZ","C","CDI","O","06",1758,28032,"ct_9","tr_3"
3685,"423a","PZ","C","CDI","O","06",1377,13365,"ct_9","tr_1"
3689,"563b","QB","P","CDI","O","06",757,6420,"ct_8","tr_4"
3690,"373c","SZ","C","CDI","O","06",1820,39509,"ct_8","tr_2"
3708,"475a","CF","C","CDI","O","06",1857,29443,"ct_9","tr_6"
3711,"474b","CL","C","CDI","O","06",1903,49533,"ct_9","tr_6"
3745,"463e","GZ","C","CDI","O","06",974,8650,"ct_9","tr_3"
3751,"382b","MC","C","CDI","O","06",1928,52705,"ct_9","tr_2"
3756,"333f","OZ","C","CDI","O","13",1820,34360,"ct_2","tr_6"
3763,"468b","IZ","C","CDI","O","06",1505,24299,"ct_9","tr_3"
3764,"564b","NZ","C","CDI","O","69",246,5587,"ct_9","tr_5"
3771,"681b","FZ","C","CDI","O","06",1517,17851,"ct_9","tr_1"
3775,"625c","CG","C","CDI","O","06",2075,18892,"ct_9","tr_3"
3781,"534a","HZ","N","CDI","O","54",1482,14899,"ct_9","tr_5"
3790,"563c","TZ","N","CDI","O","06",1723,18596,"ct_7","tr_1"
3791,"467c","KZ","C","CDD","O","06",1820,24149,"ct_8","tr_1"
3801,"636d","CA","P","CDI","O","06",801,9091,"ct_9","tr_1"
3807,"487a","HZ","P","CDI","O","06",866,27978,"ct_9","tr_1"
3809,"681b","MA","C","AUT","X","06",603,5722,"ct_9","tr_3"
3810,"467a","KZ","C","CDI","O","06",1872,18072,"ct_9","tr_1"
3812,"684a","NZ","C","CDI","O","06",1742,18338,"ct_9","tr_5"
3817,"551a","GZ","C","CDI","O","06",541,5948,"ct_9","tr_1"
3823,"388a","JC","C","CDI","O","06",1771,95693,"ct_9","tr_5"
3824,"380a","JC","C","CDI","O","06",1726,51441,"ct_9","tr_5"
3829,"561f","IZ","C","CDI","O","06",1039,8945,"ct_9","tr_3"
3835,"545b","KZ","C","CDI","O","06",1714,28391,"ct_9","tr_3"
3837,"372b","JB","P","CDI","O","06",1593,69014,"ct_9","tr_5"
3856,"534a","NZ","C","CDI","O","06",2719,25116,"ct_9","tr_5"
3866,"433c","CM","C","CDI","O","06",1489,11870,"ct_9","tr_1"
3872,"555a","NZ","C","CDI","O","06",1365,17995,"ct_9","tr_3"
3883,"333c","HZ","C","CDI","O","06",1821,36822,"ct_9","tr_5"
3884,"684a","NZ","C","CDI","O","06",543,4331,"ct_9","tr_1"
3887,"461b","IZ","C","CDI","O","06",1089,19972,"ct_9","tr_1"
3889,"632a","FZ","C","CDI","O","06",1488,21251,"ct_9","tr_1"
3895,"388c","JC","C","CDI","O","06",1764,35756,"ct_9","tr_4"
3901,"333b","OZ","C","AUT","O","06",1820,36937,"ct_1","tr_4"
3918,"561b","MA","N","TOA","O","06",700,6993,"ct_9","tr_1"
3926,"431f","PZ","P","CDI","O","06",1513,20083,"ct_9","tr_3"
3934,"563c","TZ","C","CDI","O","06",141,1688,NA,NA
3939,"526a","QA","C","AUT","O","06",1820,22683,"ct_3","tr_6"
3944,"468a","IZ","C","CDI","O","06",1227,12488,"ct_9","tr_2"
3947,"542a","QA","C","CDD","O","06",698,7664,"ct_8","tr_1"
3948,"463e","GZ","C","CDI","O","06",1881,43068,"ct_9","tr_4"
3951,"462e","RZ","C","CDI","O","06",844,19553,"ct_9","tr_3"
3969,"542a","MA","P","CDI","O","06",1196,14433,"ct_9","tr_1"
3983,"451e","OZ","C","CDI","O","06",1805,20856,"ct_8","tr_4"
3985,"431f","QB","C","CDI","O","06",1834,28584,"ct_8","tr_4"
3993,"563b","QB","C","CDI","O","06",1210,14543,"ct_8","tr_2"
3994,"488a","IZ","C","CDI","O","06",859,10902,"ct_9","tr_1"
3996,"561d","IZ","C","CDD","O","06",256,2267,"ct_9","tr_1"
3999,"467a","KZ","C","CDI","O","06",1820,27538,"ct_9","tr_1"
4002,"526a","QB","C","CDI","O","06",716,5581,"ct_9","tr_4"
4005,"531a","OZ","C","AUT","O","06",1820,17277,"ct_1","tr_6"
4008,"434g","QB","C","CDI","O","06",1561,17979,"ct_9","tr_2"
4017,"561d","IZ","C","CDI","O","06",1424,14213,"ct_9","tr_4"
4018,"684a","NZ","P","CDI","O","06",1489,12054,"ct_9","tr_3"
4021,"461e","MA","C","CDI","O","06",1393,24131,"ct_9","tr_1"
4025,"554f","GZ","P","CDI","O","06",930,13340,"ct_9","tr_3"
4035,"481a","FZ","C","CDI","O","06",806,13403,"ct_9","tr_3"
4046,"344d","GZ","C","CDI","O","06",1109,43374,"ct_6","tr_2"
4050,"554c","GZ","P","CDI","O","06",309,2251,NA,NA
4053,"684a","NZ","C","CDI","O","06",483,6960,"ct_9","tr_3"
4054,"643a","MC","P","CDI","O","06",131,1499,NA,NA
4069,"643a","HZ","C","CDI","O","06",1820,18655,"ct_9","tr_4"
4077,"524c","QB","C","AUT","O","06",1834,18186,"ct_2","tr_5"
4084,"526a","QA","C","CDI","O","06",1804,21011,"ct_3","tr_5"
4086,"681a","FZ","C","CDI","O","06",1820,16743,"ct_9","tr_1"
4087,"526a","QB","C","CDI","O","06",347,5031,"ct_9","tr_4"
4088,"561d","IZ","C","CDI","O","06",1188,20589,"ct_9","tr_2"
4092,"431a","QB","C","CDI","O","06",1652,39393,"ct_9","tr_4"
4093,"525d","QA","C","CDI","O","06",1855,19085,"ct_8","tr_6"
4095,"621c","FZ","C","CDI","O","06",1581,29324,"ct_9","tr_3"
4098,"632g","FZ","C","CDI","O","06",1820,18537,"ct_6","tr_1"
4099,"476a","CC","C","CDI","O","06",1987,26087,"ct_9","tr_3"
4101,"523c","OZ","C","AUT","O","06",1746,18506,"ct_2","tr_6"
4107,"545a","KZ","P","CDI","O","06",1461,33267,"ct_5","tr_4"
4119,"388c","JC","C","CDI","O","06",1820,35403,"ct_9","tr_6"
4130,"563b","QB","P","CDI","O","06",226,2576,NA,NA
4131,"376c","KZ","C","CDI","O","94",1744,40341,"ct_9","tr_6"
4135,"451e","OZ","P","CDI","O","06",1144,16964,"ct_8","tr_3"
4143,"388c","JC","C","CDI","O","06",1820,54002,"ct_9","tr_6"
4156,"462b","GZ","C","CDI","O","06",1535,26219,"ct_9","tr_2"
4159,"525d","QA","C","APP","A","06",703,5966,"ct_8","tr_6"
4162,"388a","JC","C","CDI","O","13",1547,36791,"ct_9","tr_3"
4163,"526a","QA","C","CDI","O","06",1820,17725,"ct_8","tr_6"
4164,"481b","FZ","C","CDI","O","06",1609,37881,"ct_9","tr_3"
4168,"388c","MA","C","CDI","O","69",1459,57786,"ct_9","tr_1"
4170,"525d","QB","C","CDI","O","06",3000,29517,"ct_9","tr_4"
4172,"431f","QA","C","CDI","O","06",1537,20603,"ct_8","tr_3"
4175,"543g","KZ","P","CDI","O","06",774,7687,"ct_9","tr_1"
4180,"561c","IZ","P","CDI","O","06",1112,11959,"ct_9","tr_3"
4182,"643a","HZ","C","CDI","O","06",1810,18887,"ct_9","tr_5"
4197,"621a","JB","C","CDI","O","60",1903,20085,"ct_9","tr_2"
4205,"534a","NZ","C","CDI","O","34",144,1008,NA,"tr_1"
4211,"461b","JC","C","CDI","O","06",1799,22588,"ct_9","tr_2"
4234,"563a","QB","N","CDI","O","06",3000,23006,"ct_7","tr_1"
4243,"344b","QA","N","CDI","O","06",1474,53715,"ct_8","tr_1"
4254,"388a","JA","C","CDI","O","06",1831,44772,"ct_9","tr_4"
4273,"684a","QB","P","CDD","O","06",146,1031,"ct_8","tr_2"
